a_number,fco,date_file_open,last_name,first_name,middle_name,mother,father,aka_last_name,aka_first_name,dob,cob,coc,coa,poe,doe,sex,soc_sec_no,i_94_adm_num,passport_num,fbi_number,driver_license_no,finger_print_code,travel_document,ident_fin
A702104366,WYQ,3172018,Fritsch,Fe,,Coleen,Marlin,Nader,,4101982,CZDRM,QHMAJ,C41 - COND-ENTR MARRIED STEP-CH US C,ATH,4082019,F,774452421,60876725750,PT0REHKTN0UB0X39NV13,61E5DXOCYGQL,P8UF9JL7OKQJL3M54CHG,TWZARCRSZTAGNTEKDTCJ,AFTKSHAKAGECXINTERWJ,2770731963
A696867436,XLM,3242019,Bailey,Rick,,Abby,Donn,,Rocky,8281984,DGLWC,PYIHR,IB7 - SLF-PET CHILD OF USC,IVW,10112011,M,140203165,74285352130,V7BY5FH5RZSYVMAT1IM1,5F4DOBKUQRS3,UW5FE51V2IXKXI1X91PK,MBPPNRIPCGMFZYTBXXAW,XPHNIHDFVVNGAPIRSMWL,9294477384
A415131342,OQK,12102017,Gulgowski,Masako,VonRueden,,,,,10311997,KEACG,CIXFP,ABD - Abandonment of Status,KJN,4102015,U,292364091,58449220797,D8IGZFZRAYE0W34ZOC81,K300JPBTTYQ7,7WMIUM9T51OCW7BUL4O4,NSJLNXJGSOKMVHKSVKKC,TTGRONQWEHNGKIBWMFZS,98655427
A818871320,ANX,3042019,Von,Carry,,,,Grady,,12131977,FAKRQ,DJDYW,SM8 - 101(A)(27)(K) CHILD OF SM1/6,LAW,2062019,M,584829827,58186360243,ZG7E0KIOH201HHQEI9NE,68HQLI2O9K1I,IT5QLTZI65NGISBH7SZ1,FIMFNRTFNSPEGWWPCVHO,IJEFRRSBFCAINWSBFHYM,85617882
A559243033,AAN,8072014,Mitchell,Stuart,,,,Hintz,Erika,9021980,DRQBI,IBCYH,A48 - CH OF A41 OR A46,CDD,8122012,U,551292898,34504969504,07J7VMXYZE2K1EZY4Z0A,I9VG5MMDQ0A3,3T21QZ9OZFYPP4Y3IB1T,CJAMJPPUZNQLNKOOHWSG,DEQGUFQQRYJVRIQRAXMU,5904154243
A486583026,MVQ,1302012,Hermiston,Allyson,Hand,,,Bartell,Giuseppina,10281999,HPMXG,XWHKT,Z11 - SUS DEP/ADJ PREF IMM/NON-PREF,GEE,5302015,M,910576796,37888752044,7ZNGY3NUBPLVFV50Z72G,C46KNTP22P3E,1HG3ALUTJDFA9LH41L7Z,WIJRLBKNRDSONRUNIGXG,MOPJANHABCWLLROWFPIC,483035658
A227873614,JLW,9032012,Gusikowski,Donita,Turcotte,,Kelly,,Addie,12051971,PJVNV,KCXTA,I53 - INV PILOT PRO CHILD ADM-TARGET,MOQ,12242017,F,698952350,91989719131,899TDBTUPOZG7F5ZAK78,1UR5DCWIU5WS,44C20KZN247HFPGFIEXH,NCJKNOISNFKELWUXKTFA,WHQLMBHHELNHXDEKFTEG,544227
A286935309,TQH,6092014,Predovic,Danita,,,Warner,,Colin,2251976,JUZWS,RNOVK,LB1 - SEC 112 SPOUSE OF LEGZD ALIEN,EGU,1202014,U,200458296,14460682149,Q6C5PQBFPY4WBGN6CS47,LETZVM329RLU,JHC76HWWD884TW1EL0BA,JSCYWSKLJJTGIAWPVUIS,YCAGWEAUIOGTTMESRZAF,54245455
A446572009,ICW,7092020,Krajcik,Violette,,Jimmy,,Labadie,,2131974,QXVJC,WJKDB,CF1 - ALIEN ADMITTED AS FIANCE(E),WJA,1112016,U,403771151,18683200951,G3LZKDBW191OQ1UNGFPU,32WCQ8FTGAF2,5GPJI31IW43KDTRZCMC0,VAKNFDXBKTHWZGEGDAMR,PCMNRUOCFGJPKHXAZAXA,48601
A371451629,WBE,5272017,Rohan,Millard,,Kandi,,,,9011990,HVMIV,WSGJA,K4M - BEN 1ST PREF PET APR P 6-1-58,GUE,4062012,F,685349584,65428213686,VI93MG438M1YZQFKTPSJ,UV55GLB5YDQW,FDS5RHXJH1M43UV6YXMN,XEPVSBWQQPHIVHYBNSXT,QSBFFSSXZSWQXZJIVVMY,4477466
A557413871,PUW,10242016,Breitenberg,Nelson,,Michel,,Labadie,Corrinne,2091977,HEEYY,SDOAP,I58 - INV PILOT PRO CHILD ADJ-TARGET,ESN,12302016,F,348620780,44127281903,D0GUB0UZ7BUDS78DBUI1,UP78E03WUODQ,JZWCQ1VHOL08332ZJZ8Q,CNLTFFYXPWFRGULDPHKE,GMJEZDJLCTRATAQKVEMW,4912
A531127809,QHA,9142012,Swift,Elease,Wehner,,Shayne,McDermott,Bennie,2181978,DLKHA,DFXEH,J2S - SPOUSE/CHILD OF J-1S,IYQ,5042018,F,131138497,30593833718,CFOO6FI18C0Z1R6MWSTP,ECI0D0MT2P3Q,GOU8AVH4ISPC0NO8Y3HW,NYRWBTVGYMOIFAVCHFIZ,FUGXSKGLCHCBNKZYABLP,9983964504
A344585147,ECH,1022020,Treutel,Anissa,Swift,Lavern,Milton,Ernser,,8311996,MFAGF,PCAUS,FUG - FAMILY UNITY GRANTED,FVT,11262011,U,237502290,72822218435,4NHWJ293DYQDIW8F9U29,SSBLL4U65CFB,WA3OAD52RDY0MN50OQDU,JNNHGGSHKARAPEIDLKWZ,IWVMKIDEBKPFGJDBBMLY,75967
A969046426,YXA,7202016,O'Conner,Darnell,,Shawnee,,Huels,,10211949,RGLBZ,CZGHO,M1 - SPOUSE OF US CITIZEN,AGV,12302011,U,205922653,15619395780,E9477QH2C1OODMYJZSKC,DTQE1LHN93VR,61X6LESVD01J43UHVXUB,CPTDVQJBMAVWOHQSZVGQ,YDANTHQWRECJCZUCNQBS,62633
A623060046,RTR,12082013,Considine,Derick,,,Zane,,Kaleigh,6111967,QFZZG,SBHDV,K3M - SP/CH ADJ 1ST PREF IMMIGRANT,PAR,5142018,F,888281896,79728454345,Q9LBLOVILX7AM5WV09JB,4HK1Q7XHHOFT,2U044CZX2I3AAHFASIPE,IMLCKDZYZNBIXGMRWZHW,BFMUZMNSTGVONZTKWZEL,52462
A423748189,IPO,6052013,Balistreri,Jasper,Feil,,Corey,Kuhic,,4231972,YLYLJ,BIYDS,AA1 - SEC 132 AAFS PRINCIPAL,OOB,4262017,U,985044650,67072182175,O4VKV9Q37P3YOET1KWKF,MWZZT9R9V1VY,EGXBPELENI0PD6I08NM0,KCOSNIDBBRSIVWLVNKJB,CCLGWTXOKRAQDXOFLFTM,5485481
A590801118,YUV,7122012,Waters,Glory,Waelchi,,Gus,,Nickie,5191948,RTIAG,ODBWU,HK1 - SEC 124 HONG KONG,JJR,5182015,M,108827879,77978638797,0IO7EA04IALF2QE1TWZB,PAP1QFQ07ZNS,UGIP8GYE6N7C8X0VO5IH,OZGCMVORPKBWFGHNGZZP,UHCTBQVLCTIWTFTKWDUG,7538487
A177370806,RJS,3132014,Metz,Jerrell,,Hedy,,,,3211979,ELQPS,OLBAT,ZM2 - ZAMBRANO - NO EMPLOYMENT AUTH,ICX,2262015,M,196514686,15242308659,8DVMZL8DG7MRNUP462IF,0XXDLC8CBR31,PF84TTSYRX42JKAGGDL8,LSKYHAIJMJDTJJYHQBOA,UXKMCGCTKFFSLIBUIJPO,74618753
A186370175,QAG,12082016,Muller,Oliver,,,,,Brendon,4161999,ORDVD,CMSCX,I51 - INV PILOT PRO PRIN ADM-TARGET,QHE,7052012,M,810975080,65659898747,UF94NGR78U9HH23BBA6P,1XH9DA8IMALS,Z2V0246406EN62JKPBEI,KOQQSMEKANVQFXSFEGKW,MDXQZBVMYZQENTYGNOXN,7558281
A822698938,LEJ,10072015,Powlowski,Jay,Osinski,Elvera,,King,,9051946,SSYGB,VQQSK,W16 - 245(a) PERMANENT RESIDENT,ZTF,3012014,F,629156823,71803536138,DQF4G8TM62O5V3UM0BN5,WD3E3LTLGVC6,ZG1T48IYDKXH59Z76JNM,VGAUVHTBXAUBHIAXANHP,PXYMAXSBYHYGTWRPOAEH,780291
A896407519,BUC,12282012,Keeling,Elisha,,Talisha,Diego,Ratke,Marjory,10191961,KDRZF,LBEYV,P21 - 2ND PREF SPOUSE OF ALIEN RES,BWP,2152013,M,959939839,36276013620,KH1SRF4ROP96MSR1E9RI,8FIGXX4WSSI3,J25TG05P4ZCMS8FCUA8O,IOZDGHJNITMNPYBHPRWO,UPSCWINPCJIFFQIUXBQL,909587028
A233007020,WUV,5282015,Kuhic,Bethel,Marvin,,Royce,,Gregoria,2021932,NVRZV,HBQQZ,K16 - SPOUSE/CH OF RES REG P12/31/53,ZAL,8102019,M,283280319,81621156227,G8UQ379OPMSRVAIBL55Z,FJZUE24KEK6O,SG09AZB5Y95RBLD07FS9,PFRCQEFIPKNKRZIQIMVW,RPAVKHYMKVQGBDPSLPOX,30179545
A552052664,PWF,2072018,Grimes,Fermin,,,Morton,Armstrong,,1111934,ZPOTZ,XHFQE,SA3 - CHILD OF ALIEN CLAS SA1 OR SA6,FWA,10062014,M,181032668,88138177455,5AYNLZW7NET8Q9BHEE82,7YNO5C4A86N9,36X74BHPZIOGQP4RHADY,LFWZBBKPSOFKMGPVVJIO,PTWXPEJFCARJWDKWOYOR,41496
A210735379,AXO,11042016,Carroll,Nena,,Princess,,Osinski,,5161934,FIRTE,GDNXI,B11 - SLF-PET UNMARR SON/DAUG OF USC,SPS,5082017,M,832057386,32877648481,W6ZPCLY0B3O5C6RQ958J,202ADY2NKYUY,V8RV33L49F9P9AUODH3L,VWJCUZLPHTMVSZPDPDCV,ONERCEFRQXBSMATRFAUP,1697528
A766447884,AWI,2212018,Romaguera,Arlen,Goldner,Lesha,,Hand,Jarrett,12281966,TLIDD,ZEYCP,VI6 - ALIEN ADMITTED TO USVI AS H-2,TMY,4152019,M,519878327,22987339133,9VVXJLB6GHA4WT6Y84JS,KDL55MT3U5HM,EQH0J7UNIH4G3DF759IP,DDNFKTPSDXOLVEPYBGGQ,OOZDZEOOCXZNFECVYLFR,5923
A147216193,QVV,12092019,Ullrich,Bree,,Marian,Zachery,,,2251942,KNRJZ,NPPMC,"N3 - CLERICAL STAFF FOR N-1, N-2",JXN,8012014,M,560780661,51611517113,25C96ZXBF4U5RVKAGWAJ,M50KKFES8TEO,EI18MHDM8SR9A3P92HR5,UXQIIXYEYEBCFRFUFMOG,PWWPZNTJOZKDZKVKYGVN,370762
A706779968,DBJ,3262019,Oberbrunner,Belle,,,Rodolfo,Shields,Isabel,9201934,HLCXU,MLLBZ,2F - DISPLACED PERSONS ACT OF 1948,PPT,3202012,U,459191534,97227972441,U5M9OIVFC02HU9C6L0S3,QCIXCX3839KQ,6NM2RZLHZ8GBAWL1KW11,OYZQKOFUNTISVEKYDKUC,AURTIWVLWCXGCVQWVQDB,929061
A489988096,SDI,2042019,Deckow,Erich,,,,,Enoch,11101999,LZSCJ,FTPPU,SJ6 - FOREIGN MEDICAL GRADUATE,EWU,11242018,U,835241824,41757608166,O7PNDCCO98CVJI69QEO9,BOVM3O55Z2RM,VY0FFRB474EJB6K7UNIF,KGSYKVRPLZKBTRECBHNT,VOVOEDLXTMKJKHTVOVFP,91295
A241379403,YBN,7012013,Reichel,Korey,Gaylord,,,,Rusty,11081940,VIYGD,XTUJU,KP4 - BEN 3RD PREF PET FILED PR 7/61,XNJ,1132012,U,797138933,38401104869,MNVJUGK8QX66F68VVOZ0,FIJAC3Y6IUF8,QKLAK3CYGRN55DV396F7,WAWHNTJEUOHQICPCGSPR,ZGWTKUAWDPUWTACCQJKT,3946045848
A111130420,VCJ,3152020,Wintheiser,Reynaldo,,Jeannie,,Larson,Emmanuel,10101939,MVDCC,QKPBC,X - NONPREFERENCE QUOTA IMMIGRANT,UGH,8202013,U,297384566,24676524633,VRCX3V62W86GAS9IANZI,PX436QYAB7KK,KTEU8WNBTVPVVM678U4M,BCNHRTZPYDEADQBRMCQK,DMPCLYFGASDWYQIFMKPO,87941146
A583456105,EES,5242014,Schmitt,Cecil,Homenick,,,Turcotte,,9231933,KBNEV,BTNHT,SD7 - SPOUSE OF SD6,BMQ,4182013,M,739537697,18158844058,3AP3QHXW1K62QS8U4FJ9,YNZ7X05W214C,CPCOW69J1D56K936QP6I,TPJJRWONYFQDKPIVJMMN,ZVHUBFRFGUKDTRCJMNND,8302885543
A844887802,HIN,11272011,Gorczany,Kenyatta,Dibbert,,Reyes,Emmerich,,12301943,ICINC,FOQGW,R2M - ACCOMP SPOUSE OF ALIEN CLAS R1,CDJ,4092019,U,797007267,38885210082,OVVB6K13DRX7W8TV8TDJ,ILD5BKB67XY3,49BK3ZAI5IDJRUTHC792,NDBJIDIMXTJZNQWAZXWV,YWYGHHGUWPVCSXGRUTEV,57994
A869991697,WVH,12012013,Swift,Wyatt,,,,Haag,,7051993,PBZZW,ZFNGP,NP9 - SPOUSE OR CHILD OF NP8,KAR,6272015,F,344032253,85938668367,P2TNODEF7SW7HOU7W3CG,2A9GZA83CK8I,GLM3WD7715MV3OEH7REM,RAEHURZOPCJWVUTOYBGP,OFBIUIREALTPYSZMHXMS,47324
A410971472,PFA,1252016,Carroll,Russel,,Zandra,Clint,,Daniella,11081944,GQEKZ,ZFQRQ,P51 - 5TH PREF BRO/SIS OF US CITZ,VBH,10142016,F,925964847,76568487940,R8PBOE1AN16JL6647OFD,Z5LW65TBUT4W,X3P5WFHJ6561F1I9OKH5,RIMCGGFHBQRCWSMUFTHK,DKDIWFNAFSTRDBNWVMRS,6414
A696021524,DYM,6022015,Terry,Anissa,,,,,Mila,7031974,RQNWA,LIJQZ,J1 - EXCHANGE VISITOR - OTHERS,IOQ,7192016,F,268574905,41373972014,QSUQ33ZNLY6YT2HGLJV4,B1O4L9Q42JVZ,9S8X5SB6TXBTPB6N4A2L,TUKDLOROXAADXNYDTBGZ,DGEMIOVEJAJVATGKVLWK,8319035533
A276327707,WQM,3012017,Mraz,Fernanda,Feest,Kesha,,,Donovan,12041963,ZFOWJ,YUPXU,R57 - INV PILOT PRO SPOUSE ADJ-NON-T,BCO,3032012,F,653825302,41862401056,ZARYU0163UGBV2AFGYA0,GBGG8V5IIM1Q,I1UZ51Q6T7OZF1RIWR6I,DIAWPBQIVRRTKVLOWDTP,XATYNDDLYTTDXDRSPZXT,51025
A877185964,ECL,5242019,Padberg,Nova,Kuphal,Mabelle,,,,11091949,IGLTB,LWVEM,SQ2 - SPOUSE OF SQ1 IRAQIS EMPLOYEE,JFJ,10302015,M,604072992,49049861059,S9CF6B5YD6TVN0P35QFQ,6YL2A3TLTGUF,YAQBHX5GC4LJ4F175CHV,FGIAUWOGKJKKWNCYAWKH,JYPUGNDCDKOEEDDKWYFA,891250
A331784859,IPN,6152018,Fadel,Hans,Gislason,,Millard,,,5021936,JUFJR,AFQMV,HE7 - 902D-SPOUSE OF HE6   902B1CIII,YKZ,7092012,U,459937345,30437542523,Z9T1GBYIC2SR3KV92STU,ZI705BI5PT4F,U1M5ZVDZEOM5C43QEHS6,CEMKQDNAYTIEDILSQPYL,PNNSZVFECHMNPZGOUNSN,60308
A154588499,PIG,4102018,Gutkowski,Margherita,,Hilaria,,Jakubowski,Abdul,9271969,GUFZL,ZJCZF,A17 - 203(a)(1) CHILD OF A16,SEV,12182015,U,628063692,14762704252,33ADHV50U296YQKI35LW,WWB1O4QEQ1CA,HEO7SAI0ECQ5GN94K8LY,BFFGSSMOVJGJVOSYFCLR,LTCHGRWIXCXVPMIFSNDA,5706026
A870149944,OVK,10082018,Skiles,Miriam,,,Herbert,,Isiah,2151938,WUUHV,TABDO,P31 - 3RD PREF PRO OR HIGHLY SKILLED,DQF,12012012,F,448405355,85660822863,VT43YD8MKN48UCD9H224,JBSGEB9FTS36,ZCCPG9IG72GR1448NEIX,WQTPJCUKEEGTSRRKWSYG,PZCDJXGNOYSHAKRJITXH,964054758
A204629756,MDT,7032017,Hammes,Jacqui,,Felicita,Robbie,Rogahn,,9131997,EDLPY,ENJSW,HH6 - ADJ - HELP HAITI ACT OF 2010,JSG,5232016,M,391721014,22743657703,991PGCE7TXTBNONQ989F,39QML5DPRFTS,IRH6D9GWMXP69VK1IY2G,SMRIXJMRPTQGZIXSWOMU,DXVWYHPCVPSJVOPLMFSS,4114895334
A668565475,TUV,12162016,Hoppe,Fredrick,Bartoletti,Florentina,Norbert,Deckow,,3161980,UJMBJ,SGHMP,"E39 - 203(b)(3)(A) SPOUSE OF E36,E37",BGX,10182015,M,546499677,37168242243,RADDPFW7YWJ68UHV306H,AAITAAR29S9B,6L34UT2LP4BCT2WN6MOT,IYQZJICBJVIDYDSSUGRY,HORPVUWFHNONGGEIHRNW,72751138
A110771020,YMZ,12162013,Medhurst,Latrisha,,Iliana,,Pacocha,,5061986,MFSTV,YWDFN,N6 - CIVILIAN COMPONENT OF NATO,KQL,12282014,F,989108724,37213343657,ZNA3DT2XQFWK1RA4X5DH,JL4RTXEXS09T,UNKKHRSWEO2R2Q9B1IX4,QBERGFJJNPONQZZIOJKM,DZSDSUCAJFPWSKKQAPMY,6395172988
A334888149,PDQ,3312014,Hansen,Larraine,,Abbie,,Swaniawski,Joey,11301990,FWXQY,MDTHK,H1A - REGISTERED NURSE,YKA,3192014,M,321491789,32349705525,RN0IW17G7HIRTOBHQHV6,RM4IW93DGECA,7MLVF0W6PDCEDMDJ3B45,DFWZXGPFZFOMSYAZQHIC,RKPAEWPAULQPVJTRXLPU,9026
A595339400,DIA,4032017,Legros,Beata,,Perry,,,,1141964,PEDRF,INGSF,M2 - CHILD OF US CITIZEN,OMJ,8142020,F,352031879,60721879432,2U75Y0RMOU91YBXRDXAX,8VWBMRT8VE66,ZO5UF2T38OWKTBPG0G5C,OPWGPOWNBKYHRLHEACHS,IWSATFCAOCSMFNXCIZFO,31509
A846058947,TFM,2282014,Mertz,Sonia,Koss,,Julian,Cassin,,4171981,UBIJB,HIZIM,UN - UNKNOWN,ECY,5182015,U,997760454,54461021240,61X8DWHWF22G2ZIA190M,3PO4TVS6MH5L,5RR8EG1DAE5U0DGGJJ5S,ONBXZVICMNSWUUJFXISN,PXTNOTXKQJAGLYHTSTRJ,4888696355
A994766704,EET,3182016,Ziemann,Barton,Crooks,,,Marvin,Britni,9071995,PVLLA,OWWJU,SU2 - SPOUSE OF AN SU6,BST,6242015,U,873177664,41111775887,LW3DX141E95WG9YK4Y3E,KSVZ4NXXA11U,LVW2M5V860ZY7CSL2OXX,RKKDWNJHAQDACYKGOVZT,YEBCWCUODIFSEGJQGREQ,629411
A436338551,KUQ,11072015,Bahringer,Olin,,Hettie,Dewayne,Stamm,,3291954,EBTUX,ZOFCH,SA6 - ALIEN B. INDEP WEST HEMIS CTRY,LAS,2102019,M,196280567,16092671012,QG9QIT12V1PUSS3YVBCM,EB8TER4E1T8J,1KVIPBX9UZ6EM7T2IRAE,JBXUSNOMZOXWXUEYMOQL,OKBNWJAFXWXRYKQNVTAT,1833869
A370595678,ONC,10252014,Mraz,Kenneth,Schulist,,,,,9141974,WFLBB,NNUVO,P26 - SPOUSE OF ALIEN RESIDENT,CFU,10062013,M,543817952,17926974125,1JLYV1HSM8QHC5S37PD3,G93UT9PKJQ7M,O0JJDEH3N08ES7MXI2NO,XWNATMHUZUGVGJYVREOI,SNBQUDPNSZFQWRSIHLMF,577302048
A194921258,SBE,6242019,Beatty,Dee,,,Weldon,,,12251978,MDUWS,YLWRG,IR5 - PARENT OF USC,PAD,7032020,M,968735735,14804557869,IR3EI0T5WNSX9CGG2R84,MHBI13K9XBZN,LMUY5ZKFVX50W2U841W3,DRMEMFNSRLGNLYIQFPDT,ENLYKMFUKUWSGVNQEUFV,42252
A206936534,OEV,1052018,Davis,Abram,,,Moshe,Schimmel,,2061961,PFNZH,XCLGG,E22 - SPOUSE OF E21 or E26,BRR,10202015,M,460276859,12840120246,4Z07ZDN1SO0WRW6MNI1L,1FAPYY2FV62P,0VTT625PJBBCMXG03Z8G,QFXLYRVCMVRTTQYRZZMX,TLMALQQCGHRYTUTIWCEL,34309201
A198589028,LXU,10092012,Fahey,Maudie,Koch,Arlene,Clair,Greenfelder,Veda,9101979,TAJIT,YUWNE,K2 - ELIGIBLE ORPHAN TO BE ADOPTED,YKG,6192015,M,212697317,14393961048,YL0WWO3E1F69Q6VD3V9X,D0MNJ40X1W0K,F2ZYI8AXOK2552IX5F1W,UIXEXGQRIDXPKSSILQMG,JSDGHQCZJWOXVVUCAUCR,4758319763
A767361881,WLK,7302015,Boyle,Christopher,Beer,Roseanna,Harold,,,5151979,KXGXZ,PSSZU,B25 - CHILD OF B24,MLV,9012015,U,568412460,42397211646,DYFR8GEAELWC48761XTH,1G5SWY8YUCBZ,5VKZQO3FE3TGA99H0KHG,EMHYKWOISIKVGAJEQZJP,ZRLOCIRLQXURMVHZJMKI,236701988
A787928417,DST,10242019,Raynor,Elayne,Rogahn,,Johnny,,Hattie,1171978,UIQZJ,MAZGN,Q2 - IRISH PEACE PROCESS PARTICPNTS,RZE,2052020,M,518299545,55834923121,C1QVN2ZGW9EXB7UR8616,WA84FN3VHI7I,80TT9NQWM5RC54XNPJLT,ZQTZRTAQNROKYXWKBWSL,PWYXVULYYUXOLGWTWARL,4913107806
A417570421,YDB,1162020,Nicolas,Justina,Bergnaum,,Benedict,,,1081974,NNYPI,XBDXQ,IH4 - HAGUE CHILD TO BE ADOPTED,JWQ,8122012,M,802250928,97252224070,K52D2DWAVTKY5RCIW3AX,U5DPW2HTZ1L1,DZ2XX0UGAXT9469X1FC7,SWVXHKLOHBOPVPHHZCUX,BIMIPPRIJDLKCKSHUBRU,363206984
A352143000,TPN,3152012,Batz,Marguerita,Brakus,Candyce,,,Jim,5291972,ERWNT,YCYSJ,PI - PACIFIC ISLANDER,JRG,2092018,F,794998221,48090167375,5175SVQSDGT74PQQV2V2,8CTCWB76GTI0,GM27QW9EJRT7JY31QMG0,NIZWRKMTMBMENZOFULYL,VLPADGQULFPKNUONJAAP,397913851
A611948666,FMW,8102014,Barton,Timmy,Bruen,,,Kub,Darius,3121934,CZSSX,BMDGT,TW2 - 245(a) TEMPORARY RESIDENT,ZWN,3172017,U,487515957,32832055107,H30SKW1JX46B0PMHHPF2,WXEB346D2K1P,1NY15IKOUS6Z0SAJGJS8,PPRSVFGSFCKVLRUYQYJL,STYHYNLSZWAEMGPRQSZZ,318759
A665819437,EPZ,4012017,Reynolds,Teresa,,,,Schimmel,,9031992,WJNNG,DUICW,AA3 - SEC 132 CHILD OF AA1,IHD,10292015,F,868171354,16689576669,2F5HUSI0HKZJK2GH9FN4,N8OA3TOEK0HH,0667WK7REURBWWP1BBF0,ZKOAUEBFJXUFEPZJUGLM,DWKSUKXQRCEARTARYHYT,2210859931
A611473442,EDU,9252015,Luettgen,Ruthe,,,Elden,Brown,,11191939,DTKCB,OEIZX,IB7 - SLF-PET CHILD OF USC,TBA,4062020,M,857277984,97624164678,8SI3IFBSYDC314L76VPO,MF6J5848DLHU,NM11AESP381JGWCMKRSU,FTQWAUGNDVCQPJKRTLTS,XSBKXDSMSJNFOBXWGMZE,483641
A663431765,LKW,12212018,Orn,Bret,,Marketta,,,Vivan,2211943,KVGVP,TLKDE,EX6 - SCHEDULE-A WORKER,TIE,1062013,F,822071458,88576329707,469TEIRVOA5AY10BH2Y5,9G3GO6VXRXZ9,UOJD15O0QTHAQ3UI69TT,XOSJAYDVFAZQCSXGLIJC,URCKFLQTRRNCXBMMSATM,3432
A833170974,JMD,12182015,Morissette,Eda,Lowe,Manda,,,Mauro,7211953,QEEIK,CJQNF,O2M - SPOUSE OF ALIEN CLASSIFIED O1M,JRS,4232015,F,154975518,16663335677,Q2HNW8U45KY3E7U65EOC,Z9R6JPZA3GRK,76PF58Q3Q5IDHD3E9AWE,KUJHQBBRYUIPTYJSNFRX,LTZDIYRJEFQZKPMKCQES,609282326
A133469895,TZX,8292020,Lesch,Stephan,Denesik,Gene,,,,7311988,CBBXM,GRTQR,T2 - SPOUSE OF T1,CCN,3232019,F,563341918,10596330880,0F2RRB0JXZGJ48OV2TO4,6SGTWP5QA9Y0,97HIE0FS4OKM1GY8SLGL,NNAXSHXENTKZQKXBIOQP,EAOWZHWXKDDLEDFLOSHC,39901
A673842319,KIO,9092020,Robel,Cory,,Ellis,Haywood,Runolfsson,,8021987,VZLJJ,ZFHTK,H2B - TEMPORARY NON-AG WORKER,TDT,3212014,F,558466869,33837330097,5O6L6VFTKXFPF2XMUIE7,FBI3H2SRQ8FK,TQW8LHPSO2NT81FM2AR6,RVXHZIXBVSFOHSDJJXIL,ZXTFJLSJLHYNVHRZLHWV,5663073765
A226336668,BNY,7102012,Carter,Lyman,Goodwin,Kacy,Anthony,Lemke,Lise,7231964,WMLMF,LVWCX,C36 - 203(a)(3) MRD S/D OF USC,YAX,1122018,M,779249295,30804583571,9OHES4FC563NS4VGOR9S,QHRVI8G0P84X,A4QEAY28K2CV4QFF5EDH,CDGVZNXWUMSBNOILXCJP,MIZGQYRLVOINVUZYWBIP,5747368
A948570561,JLB,4102020,Jacobson,Inger,,Dorothea,,Welch,Vallie,7091975,XJXBR,YYPTQ,F22 - 203(a)(2) CHILD OF F21,QCJ,7292019,U,568693617,95766212361,K3QSJ19VJZY28P6HBPA1,EOFAO2V3LC9Z,EX3V6CKU3TZ0Y01TOORR,TAWSRUCPZSIIDLKNNSIU,PLQBCRKWNKNGKHDKXAPQ,415054
A140662950,LVY,1242016,Grimes,Melvin,,Gracie,Johnny,,Perry,1081996,XMGTJ,IQQYO,H1A - REGISTERED NURSE,TSN,4032016,F,842579790,87108317247,6GTADVGMNAPE4C0T9U6E,Y8X1P8TAPYPC,OZ8OWX898H9PJ5WSQUG0,QJXVRWYTNYWTWWEBDTAY,WVTUPMFBKEPNHHOLVBNQ,861616
A116674387,DRR,1192018,Sawayn,Fay,Emmerich,,Brant,Bogisich,,7051962,ORKRA,QODSU,P32 - SPOUSE OF ALIEN CLASS P31-P36,XNF,8312020,U,761475982,75304969227,W4CT66PQVU5L12DE99B2,O3MI45SOP4RN,77XVBPFQH6B0VE4UNLTN,BIITOWRXSZSITLUOJMME,KSTXZGBMLZQACMPXFYEA,34807
A339720796,CZJ,2212015,Cummerata,Samara,Zboncak,,,Stiedemann,Luci,7041979,OIJHS,ZLYLV,3B - DISPLACED PERSONS ACT OF 1948,XQP,12232018,M,763502738,27490018560,A69RV0KWLGR7M7M7IKXL,K71PX2DI7Y4Y,I9MUHGNZJNV6P4W52RPJ,JSWIHWMIFEZTZFJOAXXG,EDCJEIIRUUCQQTJZHHZF,3417
A910185179,CQO,5062018,Terry,Ralph,,Omega,,Schumm,Dominic,10261950,ZKVCK,WEKQL,"E35 - 203(b)(3)(A) CHILD OF E31, E32",BTD,12242016,F,628412888,52496486699,4Q7EMNOGHG79OT2TK6J8,FFB81XYMY7X3,GMGTGY2E2M4PV61IEPMF,CFMLFHVOEVQIWHRPQTKN,SEJBDHKGQKQZXUHOIKNW,3440
A608080210,LKF,9052012,Doyle,Grant,,,Hosea,,Shery,5171996,VDLDF,VRWOG,SA1 - ALIEN BORN INDEP W. HEMIS CTRY,NTZ,6242018,M,472919249,25460989601,KTP9A6G1XF7DTC8I8O0P,0U4DFBJ9DLS4,X2443E8RU92ZSPXQXQ16,CUXLNAMPHGAHFMXOGFME,TXXKHGUMOPCKBDUECKST,3155
A713049637,MOJ,3102016,McDermott,Vanna,Schaden,,,,Elke,1251980,XHWAS,PUHUF,F12 - 203(a)(1) CHILD OF F11,XJA,11122013,U,877939219,95747481998,LLT290A6C7AGMELG1OU3,1L6GJTBNEH3D,RJ6ZQ8I7N7Z6MBU5NKTZ,XBNPBMCRWBKERNACAQLZ,BQXXNEORYMEAABWNIWKW,61354
